timestamp,0,1,2,3,4,5,is_anomaly,anomaly
0,0.23001961,5.0725783,-0.27606055,0.83244412,-0.37786573,0.4803223,0,False
1,0.15549112,-0.16939038,0.67065219,-0.85955255,-0.37786573,-0.94572324,0,False
2,-0.78441482,-0.44365372,5.6747053,-0.85955255,-0.37786573,-0.94572324,0,True
3,0.54608818,0.13141457,-0.45638679,-0.85955255,-0.37786573,-0.94572324,0,False
4,-0.10298725,-0.3949941,-0.14081588,0.97970269,-0.37786573,1.0135658,0,False
5,-0.18039525,-0.38172329,0.26491816,0.77294998,1.4689815,0.85206922,0,False
6,-0.068602514,-0.34633447,-0.18589744,0.89911132,1.7433811,1.0623195,0,False
7,-0.082491915,-0.44807732,0.89605999,-0.85955255,-0.37786573,-0.94572324,0,False
8,-0.15160016,-0.36845248,0.62557063,1.1974259,-0.37786573,1.0105187,0,False
9,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,False
10,-0.081136852,-0.32421646,1.0313047,1.1716873,-0.37786573,1.3975012,0,False
11,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,False
12,0.77509391,-0.44365372,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0,False
13,0.53761903,1.5867797,-0.27606055,2.3754945,-0.37786573,0.80940974,0,False
14,1.3040768,1.060371,-0.36622367,1.8653638,-0.37786573,0.9434824,0,False
15,0.3860213,1.7769946,-0.41130523,0.76957442,-0.37786573,0.89777581,0,False
16,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,False
17,-0.10112404,-0.27998044,-0.27606055,-0.85955255,-0.37786573,-0.94572324,0,False
18,7.4696159,-0.44807732,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,False
19,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,False
20,0.81506829,2.7280691,-0.050652758,0.62991086,0.79101616,0.65400734,0,False
21,0.76408402,0.56935119,-0.50146835,1.3780181,-0.37786573,0.87339896,0,False
22,-0.44226128,-0.44365372,1.4370387,-0.19414637,0.1270441,1.278664,0,False
23,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,False
24,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,False
25,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,False
26,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,False
27,0.60164578,0.60031641,0.30999972,0.88560911,0.72806294,1.0562253,0,False
28,0.14515876,-0.17381398,-0.18589744,0.54510005,-0.37786573,1.1659211,0,False
29,-0.29540627,-0.41268851,0.039510361,-0.85955255,-0.37786573,-0.94572324,0,False
30,0.22239738,-0.2092028,-0.095734317,0.046783825,-0.37786573,1.2634285,0,False
31,0.60486406,0.5781984,0.08459192,-0.85955255,-0.37786573,-0.94572324,0,False
32,-0.1402515,-0.08534194,0.85097843,0.42526787,0.74050871,1.1689682,0,False
33,-0.18276662,0.05178973,0.35508128,1.1543876,0.62675172,1.306088,0,False
